family,group,exp,model,method,variant,train_len,eval_len,step,benchmark,pass@1,pass@4,pass@8,pass@32
1.5B +LP,r1-1.5b-16k-lp,tok-lp,r1-1.5b,token_entropy,lenpen,16384,16384,105,aime2024,0.171875,,,0.7
1.5B +LP,r1-1.5b-16k-lp,tok-lp,r1-1.5b,token_entropy,lenpen,16384,16384,105,aime2025,0.18645833333333334,,,0.5333333333333333
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,20,livecodebench_v5,0.15098566308243727,0.2263184843830005,0.2616487455197133,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,20,livecodebench_v6,0.13142857142857142,0.1736326530612245,0.18857142857142858,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,20,aime2024,0.271875,,,0.8
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,20,aime2025,0.23958333333333334,,,0.5666666666666667
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,50,livecodebench_v5,0.14919354838709678,0.2430619559651818,0.2903225806451613,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,50,livecodebench_v6,0.13142857142857142,0.17444897959183672,0.2,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,50,aime2024,0.2635416666666667,,,0.7666666666666667
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,50,aime2025,0.234375,,,0.5333333333333333
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,80,livecodebench_v5,0.12141577060931899,0.18832565284178188,0.21505376344086022,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,80,livecodebench_v6,0.10785714285714286,0.1463673469387755,0.16,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,80,aime2024,0.19479166666666667,,,0.6
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,80,aime2025,0.18958333333333333,,,0.5
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,105,livecodebench_v5,0.08019713261648745,0.15995903737839223,0.2007168458781362,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,105,livecodebench_v6,0.052142857142857144,0.12089795918367348,0.16,
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,105,aime2024,0.20625,,,0.7
1.5B +LP,r1-1.5b-16k-lp,traj-lp,r1-1.5b,trajectory_entropy,lenpen,16384,16384,105,aime2025,0.17708333333333334,,,0.5
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,20,livecodebench_v5,0.1496415770609319,0.22549923195084484,0.25806451612903225,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,20,livecodebench_v6,0.13214285714285715,0.1826938775510204,0.2057142857142857,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,20,aime2024,0.278125,,,0.6333333333333333
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,20,aime2025,0.23645833333333333,,,0.5666666666666667
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,50,livecodebench_v5,0.021953405017921146,0.061341525857654886,0.0967741935483871,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,50,livecodebench_v6,0.03142857142857143,0.06448979591836734,0.08,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,50,aime2024,0.20208333333333334,,,0.6333333333333333
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,50,aime2025,0.16354166666666667,,,0.4
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,80,livecodebench_v5,0.002688172043010753,0.010752688172043012,0.021505376344086023,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,80,livecodebench_v6,0.0028571428571428567,0.00816326530612245,0.011428571428571429,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,80,aime2024,0.15208333333333332,,,0.5333333333333333
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,80,aime2025,0.11875,,,0.36666666666666664
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,105,livecodebench_v5,0.0,0.0,0.0,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,105,livecodebench_v6,0.0007142857142857143,0.002857142857142857,0.005714285714285714,
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,105,aime2024,0.13958333333333334,,,0.6
1.5B +LP,r1-1.5b-16k-lp,prob-lp,r1-1.5b,prob_disparity,lenpen,16384,16384,105,aime2025,0.11041666666666666,,,0.4666666666666667
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,20,livecodebench_v5,0.15367383512544802,0.24009216589861754,0.2867383512544803,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,20,livecodebench_v6,0.13428571428571429,0.18759183673469387,0.22285714285714286,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,20,aime2024,0.28854166666666664,,,0.8
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,20,aime2025,0.2552083333333333,,,0.5666666666666667
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,50,livecodebench_v5,0.1550179211469534,0.23143881208397338,0.26881720430107525,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,50,livecodebench_v6,0.12428571428571429,0.17444897959183672,0.19428571428571428,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,50,aime2024,0.29375,,,0.7666666666666667
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,50,aime2025,0.24270833333333333,,,0.5333333333333333
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,80,livecodebench_v5,0.15546594982078854,0.2392729134664619,0.27956989247311825,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,80,livecodebench_v6,0.13428571428571429,0.18914285714285714,0.22285714285714286,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,80,aime2024,0.271875,,,0.7333333333333333
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,80,aime2025,0.23333333333333334,,,0.5
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,105,livecodebench_v5,0.15188172043010753,0.2302099334357399,0.26881720430107525,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,105,livecodebench_v6,0.1392857142857143,0.17583673469387756,0.18285714285714286,
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,105,aime2024,0.275,,,0.6666666666666666
1.5B 16K-rand,r1-1.5b-16k-random,grpo-random,r1-1.5b,grpo,random,16384,16384,105,aime2025,0.24375,,,0.5
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,20,livecodebench_v5,0.15681003584229392,0.2349718381976446,0.2724014336917563,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,20,livecodebench_v6,0.13214285714285715,0.17314285714285715,0.18285714285714286,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,20,aime2024,0.30104166666666665,,,0.7333333333333333
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,20,aime2025,0.221875,,,0.5666666666666667
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,20,livecodebench_v5,0.14292114695340502,0.2087557603686636,0.23297491039426524,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,20,livecodebench_v6,0.11785714285714285,0.16163265306122448,0.17714285714285713,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,20,aime2024,0.21979166666666666,,,0.7
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,20,aime2025,0.21458333333333332,,,0.4666666666666667
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,50,livecodebench_v5,0.15188172043010753,0.23056835637480796,0.2724014336917563,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,50,livecodebench_v6,0.13428571428571429,0.187265306122449,0.21714285714285714,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,50,aime2024,0.296875,,,0.7666666666666667
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,50,aime2025,0.24583333333333332,,,0.5
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,50,livecodebench_v5,0.13082437275985664,0.2078853046594982,0.24731182795698925,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,50,livecodebench_v6,0.12357142857142857,0.1597551020408163,0.17142857142857143,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,50,aime2024,0.2125,,,0.6666666666666666
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,50,aime2025,0.20416666666666666,,,0.4666666666666667
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,80,livecodebench_v5,0.15098566308243727,0.23527905785970302,0.27956989247311825,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,80,livecodebench_v6,0.13714285714285715,0.18432653061224488,0.21142857142857144,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,80,aime2024,0.25729166666666664,,,0.7666666666666667
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,80,aime2025,0.22708333333333333,,,0.5333333333333333
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,80,livecodebench_v5,0.13485663082437277,0.2025089605734767,0.23655913978494625,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,80,livecodebench_v6,0.12928571428571428,0.16146938775510203,0.17142857142857143,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,80,aime2024,0.23645833333333333,,,0.6333333333333333
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,80,aime2025,0.203125,,,0.4
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,105,livecodebench_v5,0.16129032258064516,0.24705581157194062,0.2831541218637993,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,105,livecodebench_v6,0.13142857142857142,0.17918367346938777,0.2,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,105,aime2024,0.2760416666666667,,,0.8
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,16384,105,aime2025,0.23958333333333334,,,0.5
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,105,livecodebench_v5,0.1267921146953405,0.19452124935995904,0.2222222222222222,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,105,livecodebench_v6,0.12,0.15877551020408162,0.17142857142857143,
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,105,aime2024,0.22604166666666667,,,0.7
1.5B 8K-rand,r1-1.5b-8k-random,grpo-random,r1-1.5b,grpo,random,8192,8192,105,aime2025,0.21979166666666666,,,0.4666666666666667
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,20,livecodebench_v5,0.3100358422939068,0.3652329749103943,0.3835125448028674,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,20,livecodebench_v6,0.2507142857142857,0.28832653061224495,0.29714285714285715,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,20,aime2024,0.6395833333333333,,,0.8666666666666667
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,20,aime2025,0.5083333333333333,,,0.8
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,50,livecodebench_v5,0.3333333333333333,0.3896057347670251,0.40860215053763443,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,50,livecodebench_v6,0.2592857142857143,0.29542857142857143,0.30857142857142855,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,50,aime2024,0.6364583333333333,,,0.8333333333333334
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,50,aime2025,0.49895833333333334,,,0.7333333333333333
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,80,livecodebench_v5,0.3378136200716846,0.3904761904761905,0.40860215053763443,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,80,livecodebench_v6,0.24928571428571428,0.284734693877551,0.2914285714285714,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,80,aime2024,0.63125,,,0.8333333333333334
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,80,aime2025,0.5020833333333333,,,0.8
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,105,livecodebench_v5,0.34587813620071683,0.4100870455709166,0.43010752688172044,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,105,livecodebench_v6,0.265,0.29183673469387755,0.3028571428571429,
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,105,aime2024,0.646875,,,0.8666666666666667
4B main,qwen3-4b-16k,grpo,qwen3-4b,grpo,none,16384,16384,105,aime2025,0.525,,,0.7666666666666667
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,20,livecodebench_v5,0.353494623655914,0.41116231438812084,0.4336917562724014,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,20,livecodebench_v6,0.2621428571428571,0.30000000000000004,0.3142857142857143,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,20,aime2024,0.6291666666666667,,,0.8333333333333334
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,20,aime2025,0.5145833333333333,,,0.8333333333333334
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,50,livecodebench_v5,0.35663082437275984,0.4295442908346135,0.4551971326164875,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,50,livecodebench_v6,0.265,0.30375510204081635,0.32,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,50,aime2024,0.646875,,,0.8333333333333334
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,50,aime2025,0.5145833333333333,,,0.8
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,80,livecodebench_v5,0.36155913978494625,0.44014336917562724,0.4659498207885305,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,80,livecodebench_v6,0.2642857142857143,0.310530612244898,0.32571428571428573,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,80,aime2024,0.61875,,,0.8333333333333334
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,80,aime2025,0.5020833333333333,,,0.8333333333333334
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,105,livecodebench_v5,0.4153225806451613,0.5080389144905275,0.5448028673835126,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,105,livecodebench_v6,0.26285714285714284,0.3068571428571429,0.3142857142857143,
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,105,aime2024,0.6291666666666667,,,0.8333333333333334
4B main,qwen3-4b-16k,in,qwen3-4b,intuitor,none,16384,16384,105,aime2025,0.5208333333333334,,,0.8666666666666667
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,20,livecodebench_v5,0.4090501792114695,0.4948796722990271,0.5304659498207885,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,20,livecodebench_v6,0.265,0.31012244897959185,0.32571428571428573,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,20,aime2024,0.6239583333333333,,,0.8666666666666667
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,20,aime2025,0.521875,,,0.8333333333333334
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,50,livecodebench_v5,0.39695340501792115,0.4732718894009217,0.4982078853046595,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,50,livecodebench_v6,0.25142857142857145,0.31248979591836734,0.3314285714285714,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,50,aime2024,0.6239583333333333,,,0.8666666666666667
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,50,aime2025,0.49375,,,0.8
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,80,livecodebench_v5,0.3772401433691756,0.4689708141321045,0.5017921146953405,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,80,livecodebench_v6,0.26,0.3067755102040816,0.3142857142857143,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,80,aime2024,0.6260416666666667,,,0.8
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,80,aime2025,0.496875,,,0.8333333333333334
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,105,livecodebench_v5,0.3727598566308244,0.4637480798771122,0.4982078853046595,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,105,livecodebench_v6,0.24928571428571428,0.30138775510204086,0.32,
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,105,aime2024,0.6239583333333333,,,0.8333333333333334
4B main,qwen3-4b-16k,tok,qwen3-4b,token_entropy,none,16384,16384,105,aime2025,0.47708333333333336,,,0.8333333333333334
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,20,livecodebench_v5,0.4050179211469534,0.4795186891961085,0.5017921146953405,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,20,livecodebench_v6,0.26071428571428573,0.2977959183673469,0.3142857142857143,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,20,aime2024,0.621875,,,0.8333333333333334
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,20,aime2025,0.509375,,,0.7666666666666667
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,50,livecodebench_v5,0.39695340501792115,0.4795186891961085,0.5089605734767025,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,50,livecodebench_v6,0.2592857142857143,0.3035102040816327,0.3142857142857143,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,50,aime2024,0.6083333333333333,,,0.8333333333333334
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,50,aime2025,0.50625,,,0.8333333333333334
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,80,livecodebench_v5,0.40098566308243727,0.4818228366615463,0.5161290322580645,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,80,livecodebench_v6,0.25857142857142856,0.3146122448979592,0.3314285714285714,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,80,aime2024,0.6239583333333333,,,0.8333333333333334
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,80,aime2025,0.4895833333333333,,,0.8333333333333334
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,105,livecodebench_v5,0.3844086021505376,0.46210957501280087,0.4910394265232975,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,105,livecodebench_v6,0.24428571428571427,0.3026938775510204,0.32,
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,105,aime2024,0.6104166666666667,,,0.8333333333333334
4B main,qwen3-4b-16k,traj,qwen3-4b,trajectory_entropy,none,16384,16384,105,aime2025,0.5010416666666667,,,0.8666666666666667
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,20,livecodebench_v5,0.41084229390681004,0.49175627240143366,0.5161290322580645,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,20,livecodebench_v6,0.2592857142857143,0.29942857142857143,0.30857142857142855,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,20,aime2024,0.628125,,,0.8333333333333334
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,20,aime2025,0.5270833333333333,,,0.7666666666666667
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,50,livecodebench_v5,0.4018817204301075,0.48125960061443945,0.5053763440860215,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,50,livecodebench_v6,0.2592857142857143,0.30906122448979595,0.32,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,50,aime2024,0.6291666666666667,,,0.8333333333333334
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,50,aime2025,0.5125,,,0.8333333333333334
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,80,livecodebench_v5,0.38620071684587814,0.47516641065028165,0.5053763440860215,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,80,livecodebench_v6,0.26071428571428573,0.3062857142857143,0.32571428571428573,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,80,aime2024,0.6197916666666666,,,0.8666666666666667
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,80,aime2025,0.5041666666666667,,,0.8666666666666667
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,105,livecodebench_v5,0.3839605734767025,0.47716333845366105,0.5125448028673835,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,105,livecodebench_v6,0.25142857142857145,0.31151020408163266,0.3314285714285714,
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,105,aime2024,0.625,,,0.8333333333333334
4B main,qwen3-4b-16k,prob,qwen3-4b,prob_disparity,none,16384,16384,105,aime2025,0.49270833333333336,,,0.8333333333333334
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,20,livecodebench_v5,0.17159498207885304,0.25043522785458266,0.2831541218637993,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,20,livecodebench_v6,0.1442857142857143,0.2,0.22285714285714286,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,20,aime2024,0.071875,,,0.36666666666666664
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,20,aime2025,0.04375,,,0.23333333333333334
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,20,livecodebench_v5,0.17697132616487454,0.2538658474142345,0.2867383512544803,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,20,livecodebench_v6,0.1442857142857143,0.19355102040816327,0.2057142857142857,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,20,aime2024,0.0875,,,0.3333333333333333
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,20,aime2025,0.027083333333333334,,,0.3
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,50,livecodebench_v5,0.1971326164874552,0.2742959549411162,0.2974910394265233,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,50,livecodebench_v6,0.1692857142857143,0.2139591836734694,0.22857142857142856,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,50,aime2024,0.0875,,,0.3
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,50,aime2025,0.06458333333333334,,,0.36666666666666664
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,50,livecodebench_v5,0.1863799283154122,0.24982078853046596,0.26881720430107525,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,50,livecodebench_v6,0.16,0.1993469387755102,0.21714285714285714,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,50,aime2024,0.0875,,,0.3333333333333333
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,50,aime2025,0.052083333333333336,,,0.3333333333333333
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,80,livecodebench_v5,0.20922939068100357,0.25985663082437277,0.2831541218637993,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,80,livecodebench_v6,0.1742857142857143,0.20187755102040816,0.21714285714285714,
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,80,aime2024,0.07604166666666666,,,0.23333333333333334
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,16384,80,aime2025,0.046875,,,0.26666666666666666
7B main,swe-rl,swe-rl-grpo,coder7b,grpo,none,8192,8192,80,livecodebench_v5,0.20743727598566308,0.2625192012288786,0.27956989247311825,
